modzcta,month,total_requests,noise_total,illegal_parking,heat_hot_water,sanitation,rodent,homeless_assistance,animal_abuse,taxi_complaint,food_establishment,street_light_condition,missed_collection,type__Abandoned_Vehicle,type__Blocked_Driveway,type__HEAT_HOT_WATER,type__Illegal_Parking,type__Noise,type__Noise_-_Commercial,type__Noise_-_Residential,type__Noise_-_Street_Sidewalk,type__Noise_-_Vehicle,type__PAINT_PLASTER,type__PLUMBING,type__Request_Large_Bulky_Item_Collection,type__Street_Condition,type__UNSANITARY_CONDITION,type__Water_System,Health,Homeless,NYPD,Other,Sanitation,Transportation
11232,2020-01,813,84,75,73,24,11,17,0,0,3,37,0,13,77,73,75,17,20,38,4,5,3,4,51,48,6,16,16,17,247,236,147,150
11233,2020-01,1697,213,90,296,80,38,7,0,2,2,23,0,36,80,296,90,20,13,127,27,26,16,18,179,22,37,44,66,7,416,669,414,125
11234,2020-01,1958,140,310,47,57,5,4,0,2,5,32,0,140,212,47,310,15,3,95,7,20,1,7,234,50,9,87,23,4,815,406,567,143
11235,2020-01,1513,160,145,267,67,13,4,0,2,8,30,0,35,150,267,145,34,12,99,8,7,12,5,129,21,22,19,35,5,477,577,274,145
11236,2020-01,1743,112,130,114,92,16,11,0,1,2,17,0,41,238,114,130,23,7,72,4,6,5,13,212,25,15,79,23,11,517,445,636,111
11237,2020-01,1456,304,81,128,54,26,9,0,2,10,18,0,14,65,128,81,13,39,173,29,50,10,15,122,26,20,32,44,9,467,443,246,247
11238,2020-01,1651,295,217,156,85,61,6,0,3,8,19,0,6,40,156,217,72,62,97,29,35,7,11,219,15,31,21,83,6,495,581,380,106
11239,2020-01,114,17,3,12,11,2,0,0,0,4,4,0,6,2,12,3,7,0,10,0,0,1,5,6,8,9,1,8,0,23,46,21,16
11242,2020-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11251,2020-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11354,2020-01,1004,118,53,136,29,9,7,0,1,7,16,0,23,116,136,53,11,7,86,5,9,2,0,80,72,14,57,34,7,311,366,150,136
11355,2020-01,1176,107,139,162,36,6,3,0,1,12,26,0,17,208,162,139,22,1,70,11,3,24,6,89,51,16,33,24,3,461,409,152,127
11356,2020-01,833,54,92,13,8,8,0,0,1,0,8,0,31,93,13,92,4,1,41,3,5,0,1,148,39,1,10,18,0,276,227,238,74
11357,2020-01,899,40,111,10,31,5,0,0,0,0,16,0,52,32,10,111,10,1,12,6,11,1,1,205,65,0,47,5,0,232,198,361,103
11358,2020-01,818,57,90,12,18,1,0,0,0,1,31,0,30,79,12,90,10,4,30,7,6,1,2,194,44,1,33,7,0,255,146,304,106
11359,2020-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11360,2020-01,254,21,48,2,8,0,0,0,0,1,10,0,13,8,2,48,4,0,13,4,0,1,1,48,11,0,9,3,0,90,42,84,35
11361,2020-01,707,64,55,24,25,2,0,0,1,2,23,0,43,36,24,55,5,29,19,5,6,0,0,164,43,4,14,10,0,198,148,252,99
11362,2020-01,304,11,45,2,10,0,0,0,0,1,11,0,7,5,2,45,1,8,2,0,0,0,0,58,40,0,13,3,0,67,63,101,70
11363,2020-01,158,4,18,9,9,0,0,0,0,0,6,0,3,9,9,18,0,0,4,0,0,0,0,34,13,0,1,1,0,34,29,70,24
11364,2020-01,652,35,59,15,16,1,2,0,0,3,23,0,13,9,15,59,8,0,19,0,8,0,4,152,35,2,72,9,2,109,194,241,97
11365,2020-01,767,145,94,11,14,1,0,0,0,1,32,0,37,32,11,94,8,0,83,4,49,0,2,147,38,2,13,9,0,306,130,216,106
11366,2020-01,617,219,116,22,9,0,0,0,0,7,9,0,5,18,22,116,24,5,12,4,174,0,0,54,37,0,4,10,0,336,117,95,59
11367,2020-01,614,94,40,38,36,5,0,0,0,3,29,0,42,36,38,40,11,1,71,0,11,1,4,77,32,15,12,14,0,212,160,136,92
11368,2020-01,1610,215,143,101,55,10,16,0,1,3,38,0,19,411,101,143,5,23,115,25,47,5,5,88,51,18,47,21,16,842,318,232,181
11369,2020-01,664,57,76,39,22,7,0,0,28,0,15,0,10,116,39,76,5,3,34,2,13,0,2,39,24,5,21,15,0,260,206,115,68
11370,2020-01,445,37,62,5,8,1,0,0,0,1,13,0,9,69,5,62,3,1,29,2,2,2,1,71,18,1,20,8,0,182,80,119,56
11371,2020-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
11372,2020-01,1029,256,66,143,33,4,2,0,3,9,13,0,3,85,143,66,6,36,125,75,13,16,4,32,38,13,21,32,2,424,340,88,143
11373,2020-01,1587,137,168,411,45,9,29,0,1,6,26,0,27,215,411,168,12,2,109,4,10,9,6,98,58,26,10,22,29,549,638,188,161
11374,2020-01,761,140,101,59,15,10,10,0,1,3,21,0,26,84,59,101,26,0,109,0,5,3,5,44,20,7,23,21,10,335,216,76,103
11375,2020-01,1104,130,143,144,23,3,5,0,0,6,37,0,9,66,144,143,44,4,47,2,32,2,9,101,48,8,33,18,5,322,377,196,186
11377,2020-01,1676,164,148,366,43,24,53,0,5,2,34,0,40,180,366,148,26,27,91,7,13,5,4,107,60,12,30,43,53,551,611,214,204
11378,2020-01,1364,44,418,14,34,9,1,0,2,3,43,0,122,117,14,418,5,3,24,9,3,1,0,219,55,5,23,15,1,709,142,352,145
11379,2020-01,1041,76,223,13,27,2,0,0,2,6,27,0,95,66,13,223,10,12,43,1,10,0,0,200,33,1,23,10,0,460,145,324,102
11385,2020-01,3744,893,512,248,143,12,6,0,2,9,47,0,95,296,248,512,25,64,709,32,63,10,7,581,47,28,47,35,6,1795,685,928,295
11411,2020-01,426,57,19,6,20,2,0,0,0,3,18,0,20,20,6,19,26,17,4,0,10,0,1,83,37,1,10,5,0,96,91,155,79
11412,2020-01,730,26,82,38,31,3,1,0,0,1,28,0,33,54,38,82,8,3,10,3,2,0,4,97,29,5,33,11,1,205,186,242,85
11413,2020-01,939,17,70,25,54,4,3,0,1,2,29,0,65,45,25,70,3,0,12,1,1,0,3,176,56,3,42,12,3,204,205,410,105
11414,2020-01,616,13,81,14,16,3,0,0,0,0,24,0,25,20,14,81,3,1,9,0,0,0,1,171,33,2,54,4,0,149,136,253,74
11415,2020-01,468,103,31,58,28,5,2,0,0,1,5,0,1,33,58,31,3,6,82,1,11,6,3,29,5,18,4,20,2,167,201,52,26
11416,2020-01,738,28,74,38,35,4,2,0,0,3,18,0,32,124,38,74,2,4,17,3,2,0,9,108,28,7,35,8,2,259,162,206,101
11417,2020-01,949,48,156,43,25,7,0,0,0,0,8,0,88,97,43,156,2,18,21,2,3,1,1,167,51,1,20,11,0,399,179,268,92
11418,2020-01,879,78,107,93,29,13,3,0,1,2,12,0,28,101,93,107,11,2,55,2,8,4,10,112,32,5,17,19,3,311,253,210,83
11419,2020-01,1209,146,138,49,32,6,0,0,1,13,11,0,90,182,49,138,4,60,63,9,10,1,1,163,39,2,21,22,0,577,233,273,104
11420,2020-01,1109,73,141,29,39,7,1,0,0,1,21,0,95,146,29,141,7,3,53,4,6,1,5,194,37,4,29,10,1,465,207,332,94
11421,2020-01,1130,99,215,17,33,6,1,0,0,3,14,0,53,159,17,215,7,11,59,7,14,4,1,204,23,10,23,14,1,532,169,343,71
11422,2020-01,543,17,35,16,24,1,0,0,0,1,23,0,42,39,16,35,1,0,13,1,2,0,1,120,33,7,8,4,0,140,98,222,79
11423,2020-01,543,37,26,55,38,1,0,0,0,1,9,0,23,54,55,26,3,4,28,0,2,2,0,60,22,5,66,6,0,140,190,157,50
11426,2020-01,339,34,28,0,18,1,1,0,0,0,8,0,19,15,0,28,6,12,14,1,1,0,1,79,19,0,6,2,1,92,73,127,44
11427,2020-01,465,33,38,67,20,0,1,0,0,0,7,0,25,26,67,38,1,0,28,4,0,1,0,90,26,9,14,3,1,125,150,141,45
11428,2020-01,399,20,41,20,17,3,1,0,0,1,9,0,26,33,20,41,2,0,14,3,1,0,0,76,18,1,16,6,1,125,84,140,43
11429,2020-01,520,7,38,9,38,1,5,0,0,1,11,0,22,38,9,38,1,0,5,0,1,0,1,95,40,3,30,5,5,132,114,196,68
11430,2020-01,287,0,9,0,0,0,0,0,122,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,3,0,7,2,0,11,270,0,4
11432,2020-01,1166,155,40,207,50,12,4,0,1,9,16,0,21,148,207,40,8,17,76,2,52,3,3,103,39,14,62,34,4,362,413,223,130
11433,2020-01,810,88,68,41,48,16,1,0,1,0,14,0,39,69,41,68,4,4,73,4,3,0,5,79,36,10,22,21,1,274,198,249,67
11434,2020-01,1155,58,69,41,51,8,2,0,0,5,30,0,80,106,41,69,5,1,34,3,15,6,7,184,66,5,45,20,2,321,278,398,136
11435,2020-01,1025,117,96,73,47,6,4,0,1,2,20,0,52,152,73,96,23,1,82,3,8,2,6,81,26,13,27,16,4,414,295,196,100
11436,2020-01,504,13,50,11,24,4,0,0,0,0,14,0,29,46,11,50,1,1,8,1,2,1,3,72,43,2,32,5,0,151,126,157,65
11691,2020-01,1082,93,67,144,48,18,1,0,0,0,35,0,25,85,144,67,5,3,81,0,4,8,13,155,63,28,25,30,1,272,376,273,130
11692,2020-01,366,38,22,46,22,4,3,0,0,2,24,0,7,9,46,22,5,0,33,0,0,2,5,65,13,8,15,8,3,74,129,109,43
11693,2020-01,198,19,22,7,11,1,2,0,0,0,16,0,0,7,7,22,3,0,14,0,2,1,3,26,21,4,7,5,2,46,51,44,50
11694,2020-01,438,63,49,26,12,1,0,0,0,1,23,0,7,15,26,49,30,8,23,0,2,1,11,59,25,10,11,7,0,111,169,80,71
11695,2020-01,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
11697,2020-01,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2
12345,2020-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0
10000,2020-02,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,3,0,0
10001,2020-02,1005,344,57,22,19,2,49,0,32,7,2,0,2,17,22,57,155,22,82,75,10,0,1,29,37,5,30,47,49,305,480,56,68
10002,2020-02,1532,465,171,123,32,17,32,0,9,9,27,0,14,14,123,171,30,94,276,43,21,3,10,59,55,15,61,55,32,669,511,116,149
10003,2020-02,1309,370,87,76,31,14,59,0,23,13,3,0,1,7,76,87,106,62,151,30,20,3,1,115,71,13,33,46,59,418,482,173,131
10004,2020-02,287,21,13,1,5,1,12,0,1,2,4,0,0,2,1,13,11,5,0,2,3,0,0,1,4,1,10,8,12,165,60,12,30
10005,2020-02,324,68,16,1,6,1,11,0,3,1,10,0,0,0,1,16,12,5,15,36,0,0,2,0,10,2,4,6,11,215,43,8,41
10006,2020-02,76,11,3,0,0,1,0,0,1,0,2,0,0,0,0,3,8,0,1,2,0,0,0,0,5,0,0,4,0,36,23,1,12
10007,2020-02,486,130,43,2,3,1,16,0,4,4,6,0,0,2,2,43,48,3,22,49,0,0,0,7,36,0,5,11,16,268,109,15,67
10009,2020-02,1188,530,32,119,31,9,12,0,8,10,0,0,3,10,119,32,42,96,350,26,16,4,6,64,42,17,21,42,12,565,396,104,69
10010,2020-02,575,135,48,35,8,4,28,0,11,5,0,0,0,1,35,48,40,10,68,12,5,2,4,32,30,5,5,16,28,155,277,50,49
10011,2020-02,928,197,59,44,30,7,49,0,21,5,0,0,2,8,44,59,54,26,56,38,21,2,5,91,56,8,6,34,49,260,350,141,94
10012,2020-02,734,201,36,69,21,8,16,0,8,8,7,0,1,2,69,36,45,32,75,27,22,1,6,48,47,5,15,35,16,218,292,96,77
10013,2020-02,806,197,53,37,33,3,14,0,9,16,32,0,0,7,37,53,63,21,54,43,16,3,0,73,30,10,26,37,14,224,270,135,126
10014,2020-02,810,197,37,59,19,15,15,0,4,6,8,0,0,16,59,37,49,41,83,13,11,1,6,84,54,10,8,38,15,215,287,136,119
10016,2020-02,1350,294,79,82,16,12,38,0,10,13,1,0,2,5,82,79,128,34,88,17,27,0,9,69,96,6,22,39,38,279,753,105,136
10017,2020-02,437,80,51,26,5,1,18,0,24,5,3,0,1,3,26,51,41,4,12,15,8,0,2,14,22,2,5,18,18,106,225,24,46
10018,2020-02,400,65,38,4,5,0,23,0,10,9,1,0,0,4,4,38,15,9,13,24,4,0,0,11,14,1,7,15,23,119,186,19,38
10019,2020-02,1273,245,113,91,37,10,80,0,29,33,4,0,1,9,91,113,92,36,53,36,28,1,4,65,37,12,10,62,80,372,561,107,91
10021,2020-02,386,79,36,24,12,4,5,0,11,5,0,0,2,10,24,36,30,11,35,3,0,0,2,41,11,11,1,20,5,107,164,54,36
10022,2020-02,685,97,64,41,25,3,50,0,24,7,2,0,2,6,41,64,41,10,27,8,11,1,9,26,38,12,9,23,50,157,335,50,70
10023,2020-02,891,182,83,51,22,27,75,0,11,6,4,0,5,8,51,83,50,25,67,25,14,0,7,83,29,11,11,59,75,289,286,116,66
10024,2020-02,967,296,48,85,23,40,6,0,12,8,1,0,3,2,85,48,46,12,195,12,31,6,10,100,47,11,10,73,6,327,342,139,80
10025,2020-02,1377,369,39,187,40,66,24,0,17,14,2,0,7,6,187,39,72,32,188,27,50,10,12,96,52,25,50,116,24,377,638,127,95
10026,2020-02,809,299,59,135,35,31,7,0,4,5,0,0,1,3,135,59,46,8,160,47,38,6,10,53,8,22,2,39,7,321,347,73,22
10027,2020-02,1268,323,73,333,38,33,13,0,7,7,7,0,6,10,333,73,27,20,234,28,14,13,16,44,26,22,12,53,13,417,638,81,66
10028,2020-02,603,133,13,61,19,20,9,0,11,5,0,0,2,2,61,13,43,5,52,21,0,2,5,72,19,12,23,35,9,114,309,86,50
10029,2020-02,1220,438,96,215,29,13,18,0,7,7,7,0,6,20,215,96,28,35,338,14,23,6,13,32,20,24,14,48,18,562,469,69,54
10030,2020-02,690,288,42,133,20,10,1,0,0,3,0,0,2,11,133,42,9,21,208,42,8,5,11,28,5,13,8,23,1,343,259,49,15
10031,2020-02,1417,473,25,408,64,33,13,0,1,2,2,0,1,10,408,25,16,33,361,48,15,22,25,57,15,46,7,53,13,513,719,86,33
10032,2020-02,1465,594,54,357,49,26,6,0,2,2,4,0,6,2,357,54,30,82,263,143,76,19,34,39,19,43,5,48,6,643,643,86,39
10033,2020-02,1302,364,73,428,46,9,12,0,0,5,6,0,2,12,428,73,76,20,197,51,20,10,17,31,32,32,14,20,12,395,754,66,55
10034,2020-02,1505,634,78,432,30,10,9,0,0,3,15,0,3,10,432,78,10,27,493,78,26,16,20,16,16,25,2,47,9,732,630,41,46
10035,2020-02,729,162,88,138,33,15,16,0,6,5,0,0,1,8,138,88,7,11,125,13,6,7,21,28,25,22,4,26,16,273,316,62,36
10036,2020-02,721,148,43,60,21,7,23,0,29,14,1,1,0,10,60,43,32,29,45,22,20,0,6,44,22,14,8,40,23,205,333,65,55
10037,2020-02,355,105,21,76,16,2,5,0,0,1,0,0,3,1,76,21,7,11,70,9,8,5,12,6,10,13,2,6,5,129,183,20,12
10038,2020-02,617,92,29,7,9,5,33,0,3,3,15,0,0,2,7,29,38,8,24,19,3,1,0,14,9,0,44,14,33,337,160,31,42
10039,2020-02,626,200,23,141,21,7,1,0,0,0,1,0,2,5,141,23,4,6,168,18,4,7,11,9,6,18,15,21,1,229,342,20,13
10040,2020-02,1043,449,98,225,36,10,3,0,0,5,8,0,4,8,225,98,19,75,233,59,63,8,11,9,14,26,7,25,3,549,393,39,34
10041,2020-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10044,2020-02,8,1,2,2,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,3,4,0,0
10045,2020-02,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10055,2020-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10065,2020-02,475,72,51,24,13,2,27,0,14,6,7,0,2,4,24,51,45,0,22,0,5,2,3,32,26,10,6,24,27,107,201,56,60
10069,2020-02,25,3,5,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,3,0,1,0,1,7,6,1,10
10075,2020-02,344,65,19,24,10,8,5,0,6,3,0,0,1,1,24,19,29,11,18,6,1,0,2,24,39,2,1,27,5,64,151,44,53
10103,2020-02,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1
10106,2020-02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10110,2020-02,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10111,2020-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10112,2020-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
10119,2020-02,8,0,2,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1
10120,2020-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
10121,2020-02,36,0,2,1,0,0,0,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,31,0,1
10122,2020-02,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
10123,2020-02,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0
10128,2020-02,602,131,46,24,18,10,6,0,14,1,2,0,2,9,24,46,47,6,63,5,10,2,5,59,50,12,5,24,6,153,246,91,82
10151,2020-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10152,2020-02,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
10155,2020-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10158,2020-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10165,2020-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10168,2020-02,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
10169,2020-02,38,0,1,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,14,1,0,0
10170,2020-02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10172,2020-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
10176,2020-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10179,2020-02,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0
10271,2020-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10278,2020-02,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10279,2020-02,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,0,1
10280,2020-02,53,6,6,0,1,0,0,0,2,0,1,0,1,0,0,6,3,0,1,0,2,0,0,0,0,1,26,2,0,12,36,0,3
10281,2020-02,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
10282,2020-02,21,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,1,3,0,1,14,0,3
10301,2020-02,983,116,75,69,67,16,2,0,0,9,38,0,28,31,69,75,11,12,82,7,4,1,2,99,53,23,12,34,2,247,260,315,125
10302,2020-02,451,26,23,9,19,4,3,0,0,2,10,0,17,25,9,23,4,0,20,1,1,0,2,51,44,2,14,19,3,97,106,160,66
10303,2020-02,518,39,28,15,36,5,0,0,0,0,16,0,27,31,15,28,1,0,29,3,6,0,8,70,33,11,9,8,0,133,121,188,68
10304,2020-02,856,95,53,38,42,4,2,0,0,0,48,0,43,23,38,53,5,3,67,5,15,9,3,106,51,8,44,9,2,220,214,272,139
10305,2020-02,734,54,75,11,25,8,2,0,0,0,32,0,14,45,11,75,21,2,24,2,5,0,1,134,56,6,14,16,2,177,139,289,111
10306,2020-02,1263,72,59,7,91,9,1,0,1,4,66,0,35,27,7,59,18,9,41,3,1,0,6,215,104,6,118,22,1,188,323,492,237
10307,2020-02,208,12,17,1,9,0,1,0,0,0,3,0,16,5,1,17,6,4,2,0,0,0,1,39,3,2,3,3,1,45,41,109,9
10308,2020-02,572,21,52,3,21,1,0,0,0,2,25,0,19,12,3,52,4,0,10,1,6,0,1,110,68,2,16,7,0,109,84,256,116
10309,2020-02,715,25,71,2,65,1,0,0,0,1,31,0,16,8,2,71,18,0,6,1,0,0,0,111,83,2,15,4,0,117,108,350,136
10310,2020-02,629,47,18,8,32,3,1,0,0,1,19,0,28,37,8,18,10,3,33,0,1,0,1,101,76,3,9,6,1,126,99,281,116
10312,2020-02,1206,41,132,8,100,6,0,0,0,2,47,0,28,19,8,132,7,5,21,5,3,0,2,219,79,1,22,16,0,232,219,563,176
10314,2020-02,1697,97,159,21,73,22,1,0,0,29,51,0,46,42,21,159,22,20,47,3,5,0,1,312,105,13,50,63,1,355,319,735,224
10451,2020-02,1048,285,43,257,33,8,15,0,4,5,4,0,3,35,257,43,16,19,218,21,11,9,26,18,73,20,11,22,15,360,485,70,96
10452,2020-02,1511,384,50,509,76,7,4,0,0,5,22,0,7,40,509,50,10,24,303,24,23,32,33,7,13,64,12,22,4,488,880,56,61
10453,2020-02,1725,353,55,583,84,31,2,0,0,2,14,0,6,137,583,55,8,5,312,26,2,34,56,13,41,68,14,39,2,568,989,58,69
10454,2020-02,728,192,59,138,39,5,7,0,0,2,8,0,2,22,138,59,17,12,147,11,5,3,15,19,41,20,9,11,7,264,321,64,61
10455,2020-02,769,203,33,229,24,8,3,0,2,13,10,0,4,27,229,33,2,2,186,10,3,12,7,10,28,15,9,25,3,276,383,25,57
10456,2020-02,1639,449,61,429,96,19,2,0,1,5,17,0,14,68,429,61,10,5,323,101,10,22,39,24,41,72,5,37,2,603,810,108,79
10457,2020-02,2310,461,92,1066,90,18,8,0,0,2,11,0,3,68,1066,92,16,30,366,22,27,26,32,31,30,74,10,27,8,623,1479,111,62
10458,2020-02,1774,444,42,608,87,13,3,0,3,8,15,0,5,73,608,42,19,20,368,25,12,31,29,29,36,63,6,34,3,579,985,81,92
10459,2020-02,841,144,30,221,50,8,4,0,2,2,28,0,8,46,221,30,3,5,122,12,2,11,18,35,31,33,6,16,4,236,426,75,84
10460,2020-02,1317,348,62,365,39,15,2,0,0,2,12,0,14,90,365,62,12,0,314,11,11,12,29,24,20,28,14,29,2,520,623,85,58
10461,2020-02,1258,157,163,148,74,6,4,0,2,6,63,0,49,82,148,163,18,7,122,7,3,3,6,77,59,23,17,20,4,450,383,198,203
10462,2020-02,1593,268,85,488,69,19,2,0,3,3,71,0,53,119,488,85,11,11,226,11,9,15,16,56,47,37,16,40,2,523,719,135,174
10463,2020-02,1386,342,162,322,51,9,4,0,1,3,10,0,3,87,322,162,37,5,251,26,22,8,17,30,64,20,17,24,4,563,598,89,108
10464,2020-02,141,11,5,7,5,1,0,0,0,0,12,0,4,5,7,5,0,4,5,2,0,1,0,5,22,1,2,1,0,27,42,29,42
10465,2020-02,897,89,122,12,24,0,1,0,1,2,68,0,59,41,12,122,1,1,68,4,15,0,5,184,63,2,7,7,1,318,106,311,154
10466,2020-02,1485,248,57,276,87,10,0,0,0,5,31,0,57,175,276,57,5,1,231,1,10,6,10,106,54,30,9,21,0,550,496,312,106
10467,2020-02,2241,535,58,615,96,22,6,0,1,8,29,0,10,140,615,58,11,5,487,13,17,27,42,51,58,68,27,55,6,761,1145,130,144
10468,2020-02,1773,412,105,644,95,20,9,0,0,2,17,0,5,56,644,105,8,2,336,29,36,27,28,11,54,52,1,44,9,586,950,80,104
10469,2020-02,1229,142,66,160,66,15,2,0,0,3,74,0,39,142,160,66,9,2,95,10,26,1,9,118,72,17,20,27,2,389,345,283,183
10470,2020-02,454,89,41,75,27,1,2,0,0,0,0,0,32,44,75,41,7,2,80,0,0,3,4,25,13,12,1,10,2,204,145,69,24
10471,2020-02,401,61,68,26,10,3,1,0,0,1,2,0,24,20,26,68,9,0,45,4,3,1,1,17,55,3,10,9,1,165,96,55,75
10472,2020-02,1345,332,95,290,61,18,0,0,2,5,40,0,7,106,290,95,12,99,173,41,7,14,16,42,25,36,15,44,0,548,566,104,83
10473,2020-02,995,152,87,211,46,2,0,0,0,1,47,0,32,86,211,87,9,3,116,11,12,6,10,56,55,17,8,7,0,355,349,162,122
10474,2020-02,379,27,23,40,30,15,2,0,0,2,68,0,12,23,40,23,0,0,23,0,4,6,5,11,20,15,1,20,2,87,112,68,90
10475,2020-02,286,69,22,4,10,0,0,0,1,2,32,0,1,14,4,22,9,0,57,1,2,4,1,4,24,6,1,6,0,104,68,23,85
11001,2020-02,81,0,16,0,3,0,1,0,0,0,2,0,5,2,0,16,0,0,0,0,0,0,0,23,1,0,3,0,1,23,16,37,4
11004,2020-02,205,4,31,1,7,2,1,0,0,0,24,0,9,3,1,31,0,0,0,1,3,0,0,28,13,0,2,3,1,49,44,54,54
11040,2020-02,49,6,2,1,0,0,0,0,0,2,0,0,0,4,1,2,0,6,0,0,0,0,0,9,6,0,1,2,0,12,13,12,10
11101,2020-02,1368,242,351,48,18,7,3,0,8,6,28,0,26,102,48,351,64,23,140,7,8,0,4,58,119,0,28,28,3,671,298,119,249
11102,2020-02,896,218,111,65,34,15,1,0,3,0,13,0,7,84,65,111,63,61,76,11,7,0,4,78,38,21,59,21,1,372,302,133,67
11103,2020-02,965,241,78,31,38,5,9,0,1,2,12,0,16,89,31,78,15,108,85,10,22,2,7,149,11,3,12,26,9,426,195,243,66
11104,2020-02,388,68,32,52,13,3,7,0,0,1,7,0,5,37,52,32,10,0,48,4,6,2,1,38,7,5,5,8,7,141,129,62,41
11105,2020-02,807,134,121,30,28,10,3,0,2,4,8,0,12,70,30,121,12,33,70,6,13,2,0,125,31,6,8,26,3,337,167,205,69
